Fighter Name,fightno,slpmSecondSplit,strAccSecondSplit,sapmSecondSplit,strDefSecondSplit,tdAvgSecondSplit,tdAccSecondSplit,tdDefSecondSplit,subAvgSecondSplit,Coordinates
Richie Vaculik,4,3.69,46,4.09,57,3.0,45,31,1.0,"(9, 11)"
Rick Glenn,6,4.31,42,4.29,53,0.67,13,66,0.3,"(8, 9)"
Rick Story,19,3.8,41,2.17,62,2.53,48,63,0.9,"(6, 10)"
Ricky Simon,5,2.96,40,3.79,65,6.53,49,71,0.2,"(5, 9)"
Riki Fukuda,6,4.24,43,3.71,64,2.17,43,70,0.0,"(8, 11)"
Roan Carneiro,10,1.46,46,1.82,62,3.05,42,83,1.4,"(7, 9)"
Rob Emerson,7,2.5,30,2.83,64,2.02,52,65,0.4,"(7, 9)"
Rob Font,10,5.11,41,3.89,63,1.25,36,50,0.8,"(10, 10)"
Rob Kimmons,7,1.86,48,4.79,38,2.08,46,25,2.4,"(9, 12)"
Rob McCullough,10,2.47,36,2.84,59,0.46,100,68,0.0,"(7, 12)"
Rob Whiteford,5,2.33,46,1.99,62,1.9,30,45,0.0,"(8, 12)"
Robbie Lawler,33,3.57,45,4.16,60,0.71,66,65,0.0,"(6, 10)"
Robert Peralta,9,3.76,44,2.97,53,0.59,66,65,0.0,"(8, 11)"
Robert Whittaker,14,4.77,39,3.7,61,0.36,57,84,0.0,"(8, 11)"
Rodrigo Damm,9,3.5,36,5.61,57,0.44,16,80,0.3,"(6, 9)"
Rodrigo Gracie,5,1.34,51,0.86,46,1.49,50,75,0.4,"(7, 9)"
Roger Bowling,10,3.9,47,3.86,51,3.09,43,27,0.9,"(9, 11)"
Roger Gracie,6,1.78,35,1.79,61,1.87,53,60,1.9,"(7, 9)"
Roger Huerta,8,3.64,36,2.33,56,2.13,46,52,0.5,"(8, 12)"
Rogerio Nogueira,28,2.39,34,2.27,60,0.67,44,62,0.8,"(6, 10)"
Roland Delorme,7,2.28,44,4.32,40,2.51,34,42,1.6,"(9, 11)"
Rolando Dy,4,3.04,37,4.47,52,0.3,20,68,0.0,"(8, 8)"
Roman Zentsov,4,1.18,36,0.53,70,1.6,100,33,3.2,"(7, 12)"
Ron Stallings,4,3.22,60,3.26,51,0.0,0,71,0.0,"(8, 9)"
Ron Waterman,10,0.84,50,1.37,42,4.19,69,50,2.8,"(6, 11)"
Ronda Rousey,12,4.17,52,4.14,44,6.26,68,50,4.8,"(5, 9)"
Ronny Markes,5,2.17,53,2.43,45,3.13,40,100,0.5,"(7, 10)"
Rony Jason,9,2.04,44,3.14,53,0.59,30,36,0.8,"(5, 11)"
Roosevelt Roberts,5,2.87,46,2.35,50,1.84,63,58,0.5,"(6, 11)"
Rory MacDonald,13,3.75,42,2.8,62,1.77,47,88,0.4,"(7, 10)"
Rory Singer,4,2.55,39,2.42,63,0.39,25,64,0.8,"(7, 8)"
Rose Namajunas,10,3.95,42,3.88,59,2.17,55,46,0.9,"(6, 11)"
Ross Pearson,26,3.68,40,4.09,62,0.74,35,75,0.0,"(6, 10)"
Rousimar Palhares,17,1.75,51,2.04,59,3.93,45,0,4.1,"(5, 12)"
Roxanne Modafferi,9,3.06,31,4.8,54,1.45,21,41,0.1,"(8, 8)"
Roy Nelson,21,2.18,36,4.79,46,1.14,27,65,0.1,"(8, 10)"
Royce Gracie,17,0.88,41,1.13,37,0.0,0,66,0.8,"(7, 8)"
Russell Doane,8,1.75,40,1.68,53,2.11,45,52,0.8,"(8, 12)"
Rustam Khabilov,13,1.98,34,2.16,65,3.95,41,61,0.1,"(7, 9)"
Ryan Bader,20,2.82,43,1.39,71,3.37,44,80,0.4,"(7, 10)"
Ryan Benoit,7,2.8,40,3.18,60,0.2,16,64,0.2,"(8, 8)"
Ryan Couture,9,3.54,45,2.87,54,1.55,29,46,1.3,"(10, 10)"
Ryan Gracie,7,0.82,61,0.5,40,2.83,75,25,0.9,"(6, 12)"
Ryan Hall,5,2.32,43,0.96,75,0.31,16,0,0.9,"(5, 11)"
Ryan Janes,4,7.69,48,5.53,59,0.35,100,58,0.0,"(7, 11)"
Ryan Jensen,9,2.84,39,2.99,59,1.55,50,31,1.9,"(5, 11)"
Ryan Jimmo,7,3.12,66,2.77,46,0.45,28,87,0.0,"(9, 9)"
Ryan LaFlare,10,2.89,40,1.86,63,2.13,44,58,0.2,"(8, 12)"
Ryo Chonan,14,2.57,43,2.25,60,0.61,41,39,0.3,"(8, 12)"
Sabah Homasi,4,4.98,48,6.91,47,2.8,50,66,0.0,"(8, 11)"
Sage Northcutt,8,3.58,52,1.96,58,1.81,34,41,0.6,"(9, 11)"
Sam Alvey,18,3.05,44,3.2,55,0.09,16,82,0.1,"(6, 9)"
Sam Hoger,5,1.07,25,2.25,57,1.12,38,29,1.3,"(5, 11)"
Sam Sicilia,12,2.46,33,3.55,59,1.45,43,70,0.9,"(7, 9)"
Sam Stout,20,4.17,28,4.08,57,0.63,38,77,0.1,"(8, 10)"
Sammy Morgan,5,1.05,22,3.74,40,1.43,20,0,0.5,"(7, 7)"
Sanae Kikuta,7,0.7,45,0.9,52,1.6,63,25,1.8,"(6, 12)"
Santiago Ponzinibbio,11,4.27,39,4.02,64,0.54,44,60,0.0,"(10, 10)"
Saparbeg Safarov,4,4.03,48,2.96,47,2.52,41,33,0.0,"(9, 11)"
Sara McMann,15,2.39,46,1.86,47,4.51,63,66,0.6,"(5, 9)"
Sarah Kaufman,12,6.65,46,4.0,62,0.38,57,81,0.0,"(8, 11)"
Sarah Moras,8,2.04,41,3.17,44,0.91,23,37,1.1,"(7, 8)"
Satoshi Ishii,4,1.41,36,1.58,63,3.47,52,100,1.6,"(7, 9)"
Scott Askham,6,3.03,46,3.52,52,0.44,18,65,0.7,"(8, 9)"
Scott Holtzman,10,4.52,49,3.33,55,2.23,60,65,0.2,"(8, 11)"
Scott Jorgensen,22,3.37,40,3.41,65,2.61,45,59,0.7,"(6, 10)"
Scott Smith,14,1.86,27,5.94,50,0.13,6,58,0.4,"(8, 8)"
Sean O'Connell,7,5.46,48,6.77,45,0.0,0,30,0.5,"(9, 10)"
Sean Pierson,6,3.84,39,3.73,64,0.39,18,66,0.4,"(8, 9)"
Sean Sherk,13,2.17,35,2.71,55,4.09,46,56,0.4,"(6, 8)"
Sean Spencer,8,4.24,32,4.02,60,0.14,33,68,0.0,"(8, 9)"
Sean Strickland,10,4.34,35,3.62,64,1.37,57,81,0.5,"(8, 11)"
Seichi Ikemoto,4,2.59,32,3.74,57,1.23,26,60,0.0,"(8, 8)"
Semmy Schilt,10,1.2,50,1.31,53,0.0,0,47,1.1,"(7, 8)"
Seohee Ham,4,4.2,39,5.15,61,0.0,0,66,0.2,"(8, 9)"
Sergei Kharitonov,17,3.9,44,3.03,54,1.16,53,70,1.0,"(8, 10)"
Serghei Spivac,4,2.08,39,3.37,55,3.74,66,75,0.6,"(7, 9)"
Sergio Moraes,14,2.42,42,3.73,59,1.2,38,75,0.4,"(8, 10)"
Sergio Pettis,14,3.88,37,2.91,65,0.85,40,67,0.4,"(8, 10)"
Seth Baczynski,11,3.08,31,3.14,51,0.89,16,48,0.8,"(8, 8)"
Seth Petruzelli,5,2.17,41,2.08,55,0.46,50,47,2.3,"(8, 12)"
Shamar Bailey,5,1.56,20,3.91,69,1.5,33,37,0.0,"(9, 8)"
Shamil Abdurakhimov,8,2.45,44,2.45,58,1.23,24,47,0.2,"(7, 8)"
Shana Dobson,4,3.63,34,5.42,53,0.39,25,0,0.0,"(10, 9)"
Shane Burgos,7,7.09,50,5.34,62,0.36,100,90,0.2,"(7, 11)"
Shane Campbell,5,3.99,59,3.19,55,1.36,28,82,0.0,"(9, 9)"
Shane Carwin,7,4.38,47,3.53,53,1.42,33,42,0.0,"(9, 11)"
Shane del Rosario,5,3.93,60,2.97,54,1.2,40,16,2.4,"(9, 11)"
Shane Nelson,4,1.38,31,2.84,61,1.31,18,54,1.6,"(7, 8)"
Shane Roller,14,2.04,34,2.65,60,2.46,33,42,1.9,"(6, 8)"
Shannon Gugerty,5,1.25,39,1.88,58,2.13,27,50,3.4,"(7, 8)"
Shawn Jordan,12,2.87,50,3.3,47,1.97,38,76,0.1,"(8, 10)"
Shayna Baszler,5,2.49,30,6.36,51,0.67,18,44,1.3,"(8, 8)"
Sheymon Moraes,5,3.0,42,3.64,63,0.0,0,53,0.0,"(8, 8)"
Shinsho Anzai,4,3.23,58,3.75,45,1.83,16,75,0.0,"(9, 9)"
Shinya Aoki,31,0.97,58,1.25,58,2.54,41,60,4.0,"(5, 10)"
Shonie Carter,7,1.62,36,2.32,47,0.75,66,75,0.0,"(7, 9)"
Shungo Oyama,8,0.64,25,1.96,57,1.07,57,62,0.5,"(7, 9)"
Sijara Eubanks,5,4.77,39,3.42,58,2.0,44,63,0.0,"(8, 11)"
Siyar Bahadurzada,8,2.91,40,3.23,49,1.32,61,62,0.3,"(7, 9)"
Soa Palelei,8,2.47,57,2.68,48,2.2,47,66,0.0,"(9, 9)"
Sodiq Yusuff,4,6.1,49,4.06,58,0.0,0,72,0.3,"(9, 10)"
Song Yadong,5,3.54,38,2.74,62,0.97,100,66,0.7,"(7, 12)"
Spencer Fisher,17,3.17,43,3.03,64,0.67,30,60,0.8,"(8, 10)"
Stanislav Nedkov,4,3.33,43,5.39,43,2.77,41,0,0.0,"(9, 11)"
Stefan Struve,23,3.13,47,4.0,46,0.58,50,55,1.7,"(6, 10)"
Stephan Bonnar,16,2.76,38,3.01,52,1.32,40,60,1.0,"(8, 10)"
Stephen Thompson,15,3.93,44,2.73,59,0.36,45,78,0.0,"(8, 11)"
Steve Berger,4,1.0,27,3.26,36,0.84,40,16,1.7,"(9, 12)"
Steve Cantwell,10,3.63,34,5.76,55,0.65,30,80,0.7,"(6, 9)"
Steven Peterson,5,4.65,35,5.89,56,2.02,28,75,0.4,"(9, 10)"
Steven Siler,9,3.21,41,2.96,54,0.47,21,55,1.6,"(7, 8)"
Stevie Ray,11,3.73,44,2.93,54,0.75,46,55,0.6,"(10, 10)"
Stipe Miocic,16,4.95,52,3.69,56,2.2,37,73,0.0,"(8, 10)"
Sultan Aliev,4,1.41,45,2.2,56,1.76,38,100,0.0,"(7, 10)"
Syuri Kondo,4,5.4,44,7.22,58,0.0,0,83,0.3,"(9, 10)"
Tae Hyun Bang,5,2.72,38,2.07,66,0.49,33,57,0.5,"(8, 12)"
Tai Tuivasa,6,4.09,48,3.54,51,0.0,0,42,0.0,"(10, 9)"
Takafumi Otsuka,4,1.29,27,2.12,67,1.64,27,65,0.0,"(8, 12)"
Takanori Gomi,29,3.81,41,3.52,60,1.23,65,63,0.8,"(6, 10)"
Takeshi Inoue,4,2.54,44,3.32,61,0.0,0,47,0.0,"(8, 8)"
Takeya Mizugaki,19,3.37,37,3.27,57,1.46,57,70,0.1,"(6, 10)"
Talita Bernardo,4,3.12,42,4.04,55,1.62,22,28,0.5,"(9, 11)"
Tamdan McCrory,9,2.07,49,1.6,46,2.28,50,33,2.5,"(6, 11)"
Tarec Saffiedine,15,4.05,47,3.06,62,0.52,36,84,0.1,"(8, 10)"
Tatiana Suarez,5,4.82,65,1.45,48,6.47,62,100,0.6,"(5, 9)"
Tatsuya Kawajiri,28,2.04,44,2.01,50,3.63,48,63,1.1,"(6, 10)"
Tatsuya Mizuno,6,2.25,37,3.52,53,1.19,25,40,3.6,"(7, 8)"
Taylor Lapilus,4,3.77,45,2.0,61,0.58,40,81,0.6,"(9, 9)"
Tecia Torres,11,4.04,47,3.46,62,0.67,14,52,0.1,"(8, 9)"
Teemu Packalen,4,2.57,54,3.91,47,2.31,25,100,1.5,"(7, 10)"
Terrion Ware,4,4.02,32,6.07,50,0.5,22,44,0.0,"(10, 10)"
Terry Etim,11,2.16,35,2.53,67,0.43,30,39,1.4,"(7, 8)"
Terry Martin,10,2.82,43,3.13,54,3.1,42,92,0.0,"(7, 10)"
Teruto Ishihara,9,3.26,44,3.63,53,0.5,16,30,0.0,"(10, 9)"
Thales Leites,21,2.13,40,2.99,52,2.1,27,30,1.1,"(5, 10)"
Thiago Alves,27,3.73,41,3.42,62,0.71,60,63,0.3,"(6, 10)"
Thiago Santos,19,4.44,47,2.19,57,0.83,40,68,0.1,"(8, 10)"
Thiago Silva,18,3.92,50,2.55,67,1.03,47,70,0.7,"(8, 10)"
Thiago Tavares,18,2.0,40,2.31,62,3.83,42,62,1.5,"(6, 8)"
Thibault Gouti,6,3.68,34,5.64,50,1.23,80,83,0.3,"(7, 11)"
Thomas Almeida,8,5.66,45,4.65,64,0.0,0,75,0.0,"(9, 10)"
Thomas Denny,4,2.36,45,4.69,40,1.48,17,42,1.5,"(8, 8)"
Thomas Diagne,4,4.53,48,4.53,63,2.0,100,66,0.0,"(7, 11)"
Tiago Trator,4,3.69,35,4.23,59,0.63,11,33,0.3,"(10, 9)"
Tiequan Zhang,6,1.23,36,2.14,51,1.95,58,75,3.4,"(7, 9)"
Tiki Ghosn,10,2.78,46,2.94,58,0.41,50,61,0.0,"(8, 10)"
Tim Boetsch,24,2.93,50,2.9,57,1.45,34,59,0.8,"(6, 10)"
Tim Credeur,5,3.59,30,3.13,57,0.41,100,50,3.3,"(7, 12)"
Tim Elliott,12,3.49,46,2.57,60,4.14,57,60,1.2,"(5, 9)"
Tim Hague,5,2.79,47,4.14,46,1.72,33,85,0.9,"(6, 9)"
Tim Johnson,7,3.43,45,3.08,44,1.09,24,69,0.0,"(8, 9)"
Tim Kennedy,14,2.78,47,1.84,62,2.58,35,70,0.7,"(8, 10)"
Tim Means,21,4.87,45,3.44,62,0.91,44,63,0.2,"(6, 10)"
Tim Sylvia,14,4.23,41,2.61,61,0.11,100,75,0.1,"(7, 11)"
Tito Ortiz,27,2.59,46,2.88,60,2.47,35,54,0.6,"(6, 10)"
TJ Dillashaw,16,5.37,41,3.03,65,1.68,37,86,1.0,"(8, 11)"
TJ Grant,11,3.95,54,3.21,56,1.63,43,36,0.6,"(9, 11)"
TJ Waldburger,8,2.02,51,2.39,40,3.03,46,40,4.8,"(4, 11)"
Todd Duffee,7,5.93,37,2.87,56,0.72,25,90,0.0,"(6, 9)"
Todd Moore,5,1.83,26,2.3,57,0.78,14,54,0.0,"(8, 8)"
Tokimitsu Ishizawa,4,1.34,30,2.99,59,2.74,18,0,0.0,"(5, 11)"
Tom Breese,6,3.55,50,2.73,62,0.0,0,75,0.3,"(8, 9)"
Tom Erikson,5,0.94,47,1.87,25,4.68,60,100,6.2,"(5, 9)"
Tom Lawlor,11,2.5,42,2.41,60,2.46,32,57,1.4,"(6, 8)"
Tom Niinimaki,4,1.91,54,2.31,58,2.97,46,33,0.5,"(6, 11)"
Tom Watson,7,4.01,44,4.41,50,0.15,7,43,0.0,"(8, 8)"
Tomasz Drwal,6,3.29,38,2.26,57,3.55,60,82,0.4,"(7, 9)"
Tony DeSouza,7,1.12,52,1.57,41,2.25,42,40,1.5,"(4, 10)"
Tony Ferguson,17,5.81,45,3.75,63,0.56,42,75,1.4,"(8, 11)"
Tony Fryklund,7,3.49,39,6.5,43,0.0,0,66,0.5,"(9, 10)"
Tonya Evinger,5,1.16,42,4.02,38,0.93,30,33,0.9,"(5, 11)"
Tor Troeng,4,1.16,46,3.26,32,0.62,7,66,0.3,"(8, 8)"
Tra Telligman,7,1.83,35,3.02,56,0.87,100,80,0.0,"(7, 12)"
Travis Browne,17,2.93,41,4.31,42,1.21,68,75,0.2,"(8, 11)"
Travis Wiuff,4,0.48,30,4.03,41,4.84,57,44,1.2,"(7, 13)"
Trevin Giles,5,3.61,56,1.75,63,1.47,100,73,0.2,"(7, 11)"
Trevor Prangley,12,2.59,60,2.02,48,3.38,55,74,1.0,"(5, 9)"
Trevor Smith,16,3.29,55,3.31,51,1.7,32,60,0.7,"(8, 10)"
Tsuyoshi Kohsaka,9,1.88,38,4.41,54,1.32,20,33,0.4,"(9, 8)"
Tyler Toner,4,2.95,52,2.13,62,0.0,0,54,0.4,"(7, 8)"
Tyron Woodley,22,2.5,49,2.58,57,1.21,41,92,0.5,"(7, 10)"
Tyson Griffin,15,3.71,41,2.3,65,1.87,46,59,0.9,"(8, 10)"
Tyson Pedro,6,2.7,62,2.55,48,0.74,25,52,1.5,"(9, 9)"
Ulka Sasaki,9,2.16,41,2.5,50,3.03,43,41,1.2,"(6, 8)"
Uriah Hall,16,3.31,50,3.57,53,0.75,38,69,0.2,"(8, 10)"
Urijah Faber,30,2.65,40,2.59,64,1.54,30,58,0.8,"(6, 10)"
Vagner Rocha,5,2.64,42,4.5,48,1.4,33,50,1.9,"(10, 10)"
Valentijn Overeem,7,0.93,34,1.49,58,1.86,50,0,4.7,"(4, 11)"
Valentina Shevchenko,10,3.06,50,2.12,63,2.09,54,77,0.4,"(7, 9)"
Valerie Letourneau,6,4.51,37,5.4,58,0.77,45,66,0.3,"(8, 11)"
Vaughan Lee,8,3.47,47,2.07,70,0.81,33,72,1.0,"(9, 9)"
Vernon White,6,2.11,38,2.2,54,0.88,28,44,0.0,"(8, 12)"
Veronica Macedo,5,3.13,39,5.06,43,0.57,18,46,0.6,"(8, 8)"
Vicente Luque,13,5.18,53,5.34,51,0.82,50,64,1.0,"(8, 11)"
Vik Grujic,4,2.24,48,3.39,41,1.18,33,26,0.4,"(5, 11)"
Viktor Pesta,5,1.58,36,2.54,56,3.29,28,100,0.0,"(7, 10)"
Vinc Pichel,7,3.29,45,2.55,56,4.0,60,22,0.4,"(5, 12)"
Vinny Magalhaes,5,2.14,24,3.97,68,1.55,44,66,0.8,"(7, 9)"
Viscardi Andrade,4,3.26,42,2.77,63,1.93,50,66,0.3,"(7, 9)"
Vitor Belfort,39,1.59,46,2.83,50,1.02,60,53,0.6,"(6, 10)"
Vitor Miranda,7,2.98,45,2.95,58,0.95,55,50,0.2,"(6, 11)"
Vitor Ribeiro,7,1.0,28,1.95,48,1.58,26,100,1.2,"(6, 9)"
Viviane Pereira,4,2.7,30,4.48,58,0.25,100,28,0.2,"(7, 12)"
Vladimir Matyushenko,14,1.9,44,1.62,59,3.25,46,70,0.1,"(7, 9)"
Volkan Oezdemir,8,4.88,45,4.14,55,0.39,22,80,0.0,"(8, 9)"
Wagner da Conceicao Martins,4,1.91,37,5.43,42,2.2,100,100,0.0,"(7, 11)"
Wagnney Fabiano,6,1.19,38,0.66,70,3.44,64,100,0.4,"(7, 9)"
Walel Watson,4,2.1,29,3.79,43,0.0,0,61,1.4,"(8, 8)"
Wallid Ismail,4,0.92,31,0.83,44,1.85,28,0,0.5,"(5, 11)"
Walt Harris,13,2.96,38,2.68,61,0.35,33,76,0.2,"(6, 9)"
Wanderlei Silva,40,2.79,40,2.19,60,0.97,53,62,0.6,"(6, 10)"
Warlley Alves,11,3.01,46,3.69,50,1.39,52,75,1.0,"(8, 11)"
Waylon Lowe,4,1.88,55,2.4,53,4.47,55,83,0.3,"(5, 9)"
Weili Zhang,5,6.38,45,4.43,53,1.26,23,100,0.5,"(9, 10)"
Wes Sims,4,0.98,51,2.95,37,0.0,0,40,2.3,"(7, 8)"
Wesley Correira,5,2.6,36,8.8,40,0.0,0,90,0.0,"(9, 10)"
Will Brooks,5,4.26,59,2.54,56,2.08,51,82,0.3,"(9, 9)"
Will Campuzano,7,2.43,31,3.82,57,0.88,45,48,0.2,"(8, 12)"
William Patolino,4,4.92,54,3.96,65,1.85,45,78,0.0,"(8, 11)"
Willie Gates,4,1.8,38,4.28,38,0.0,0,67,0.4,"(8, 8)"
Wilson Gouveia,10,3.02,39,4.06,56,0.9,66,57,2.2,"(6, 11)"
Wilson Reis,13,1.83,29,3.04,55,5.15,42,47,0.6,"(6, 8)"
Xiaonan Yan,5,6.72,42,3.88,63,1.2,75,70,0.0,"(8, 11)"
Yair Rodriguez,10,4.33,45,3.13,57,0.9,29,63,0.9,"(8, 9)"
Yan Cabral,6,2.02,47,1.98,62,2.89,35,37,1.2,"(8, 12)"
Yana Kunitskaya,4,5.05,52,4.12,49,2.39,53,20,0.3,"(9, 11)"
Yancy Medeiros,16,4.05,35,5.38,46,0.12,25,76,0.5,"(8, 9)"
Yao Zhikui,4,1.44,21,2.82,48,0.66,16,58,0.0,"(9, 8)"
Yaotzin Meza,7,1.43,41,1.62,64,1.06,20,18,1.4,"(5, 11)"
Yoel Romero,14,3.44,49,3.05,60,1.57,30,78,0.0,"(8, 10)"
Yosdenis Cedeno,4,1.64,29,1.6,67,0.0,0,31,0.3,"(9, 8)"
Yoshihiro Akiyama,22,3.1,41,3.62,57,2.29,67,92,1.0,"(7, 10)"
Yoshihisa Yamamoto,9,1.65,38,3.05,53,1.0,20,50,0.6,"(7, 8)"
Yoshiki Takahashi,4,2.26,51,6.47,44,0.0,0,66,2.3,"(8, 9)"
Yoshiro Maeda,12,2.36,33,2.55,63,2.93,51,50,0.7,"(6, 8)"
Yoshiyuki Yoshida,5,0.85,36,3.67,36,1.41,28,25,2.8,"(9, 12)"
Yosuke Nishijima,4,1.72,37,5.59,56,0.0,0,0,0.0,"(10, 9)"
Yuki Kondo,10,1.14,42,2.57,51,0.76,41,37,0.5,"(8, 12)"
Yushin Okami,24,2.06,38,2.25,60,1.98,39,84,0.5,"(6, 10)"
Yves Edwards,28,2.91,42,2.34,66,0.76,53,69,0.7,"(6, 10)"
Yves Jabouin,13,3.06,41,2.93,62,1.94,60,82,0.1,"(7, 10)"
Zabit Magomedsharipov,6,4.89,48,3.0,64,5.22,56,77,0.8,"(5, 9)"
Zach Makovsky,7,1.94,43,2.24,62,3.71,30,56,0.3,"(6, 8)"
Zak Cummings,14,2.47,32,2.75,53,0.75,28,62,0.8,"(8, 8)"
Zak Ottow,8,2.63,36,2.73,58,0.97,29,57,0.4,"(8, 12)"
Zelg Galesic,5,4.86,62,0.61,66,1.3,100,20,1.3,"(6, 12)"
Zubaira Tukhugov,6,2.58,38,2.07,68,2.88,56,100,0.0,"(7, 10)"
